id;curso;asignatura;tema;concepto;nivel;tipo;pregunta;opciones;respuesta_correcta;extra;activa
Q000186;3EP;Matematicas;calculo;restas;1;test;Calcula 16 - 8;8|9|7|18;8;Haz la operación paso a paso.;1
Q000187;3EP;Matematicas;calculo;restas;1;test;Calcula 17 - 9;8|9|7|18;8;Haz la operación paso a paso.;1
Q000188;3EP;Matematicas;calculo;restas;1;test;Calcula 18 - 10;8|9|7|18;8;Haz la operación paso a paso.;1
Q000189;3EP;Matematicas;calculo;restas;1;test;Calcula 19 - 11;8|9|7|18;8;Haz la operación paso a paso.;1
Q000190;3EP;Matematicas;calculo;restas;1;test;Calcula 20 - 12;8|9|7|18;8;Haz la operación paso a paso.;1
Q000191;3EP;Matematicas;calculo;restas;1;escribir;Calcula 11 - 3;;8;Haz la operación paso a paso.;1
Q000192;3EP;Matematicas;calculo;restas;1;escribir;Calcula 12 - 4;;8;Haz la operación paso a paso.;1
Q000193;3EP;Matematicas;calculo;restas;1;escribir;Calcula 13 - 5;;8;Haz la operación paso a paso.;1
Q000194;3EP;Matematicas;calculo;restas;1;escribir;Calcula 14 - 6;;8;Haz la operación paso a paso.;1
Q000195;3EP;Matematicas;calculo;restas;1;escribir;Calcula 15 - 7;;8;Haz la operación paso a paso.;1
Q000196;3EP;Matematicas;calculo;restas;1;escribir;Calcula 16 - 8;;8;Haz la operación paso a paso.;1
Q000197;3EP;Matematicas;calculo;restas;1;escribir;Calcula 17 - 9;;8;Haz la operación paso a paso.;1
Q000198;3EP;Matematicas;calculo;restas;1;escribir;Calcula 18 - 10;;8;Haz la operación paso a paso.;1
Q000199;3EP;Matematicas;calculo;restas;1;escribir;Calcula 19 - 11;;8;Haz la operación paso a paso.;1
Q000200;3EP;Matematicas;calculo;restas;1;escribir;Calcula 20 - 12;;8;Haz la operación paso a paso.;1
Q000201;3EP;Matematicas;calculo;restas;2;test;Calcula 32 - 13;19|20|18|29;19;Haz la operación paso a paso.;1
Q000202;3EP;Matematicas;calculo;restas;2;test;Calcula 34 - 14;20|21|19|30;20;Haz la operación paso a paso.;1
Q000203;3EP;Matematicas;calculo;restas;2;test;Calcula 36 - 15;21|22|20|31;21;Haz la operación paso a paso.;1
Q000204;3EP;Matematicas;calculo;restas;2;test;Calcula 38 - 16;22|23|21|32;22;Haz la operación paso a paso.;1
Q000205;3EP;Matematicas;calculo;restas;2;test;Calcula 40 - 17;23|24|22|33;23;Haz la operación paso a paso.;1
Q000206;3EP;Matematicas;calculo;restas;2;test;Calcula 42 - 18;24|25|23|34;24;Haz la operación paso a paso.;1
Q000207;3EP;Matematicas;calculo;restas;2;test;Calcula 44 - 19;25|26|24|35;25;Haz la operación paso a paso.;1
Q000208;3EP;Matematicas;calculo;restas;2;test;Calcula 46 - 20;26|27|25|36;26;Haz la operación paso a paso.;1
Q000209;3EP;Matematicas;calculo;restas;2;test;Calcula 48 - 21;27|28|26|37;27;Haz la operación paso a paso.;1
Q000210;3EP;Matematicas;calculo;restas;2;test;Calcula 50 - 22;28|29|27|38;28;Haz la operación paso a paso.;1
Q000211;3EP;Matematicas;calculo;restas;2;escribir;Calcula 32 - 13;;19;Haz la operación paso a paso.;1
Q000212;3EP;Matematicas;calculo;restas;2;escribir;Calcula 34 - 14;;20;Haz la operación paso a paso.;1
Q000213;3EP;Matematicas;calculo;restas;2;escribir;Calcula 36 - 15;;21;Haz la operación paso a paso.;1
Q000214;3EP;Matematicas;calculo;restas;2;escribir;Calcula 38 - 16;;22;Haz la operación paso a paso.;1
Q000215;3EP;Matematicas;calculo;restas;2;escribir;Calcula 40 - 17;;23;Haz la operación paso a paso.;1
Q000216;3EP;Matematicas;calculo;restas;2;escribir;Calcula 42 - 18;;24;Haz la operación paso a paso.;1
Q000217;3EP;Matematicas;calculo;restas;2;escribir;Calcula 44 - 19;;25;Haz la operación paso a paso.;1
Q000218;3EP;Matematicas;calculo;restas;2;escribir;Calcula 46 - 20;;26;Haz la operación paso a paso.;1
Q000219;3EP;Matematicas;calculo;restas;2;escribir;Calcula 48 - 21;;27;Haz la operación paso a paso.;1
Q000220;3EP;Matematicas;calculo;restas;2;escribir;Calcula 50 - 22;;28;Haz la operación paso a paso.;1
Q000221;3EP;Matematicas;calculo;restas;3;test;Calcula 107 - 28;79|80|78|89;79;Haz la operación paso a paso.;1
Q000222;3EP;Matematicas;calculo;restas;3;test;Calcula 114 - 31;83|84|82|93;83;Haz la operación paso a paso.;1
Q000223;3EP;Matematicas;calculo;restas;3;test;Calcula 121 - 34;87|88|86|97;87;Haz la operación paso a paso.;1
Q000224;3EP;Matematicas;calculo;restas;3;test;Calcula 128 - 37;91|92|90|101;91;Haz la operación paso a paso.;1
Q000225;3EP;Matematicas;calculo;restas;3;test;Calcula 135 - 40;95|96|94|105;95;Haz la operación paso a paso.;1
Q000226;3EP;Matematicas;calculo;restas;3;test;Calcula 142 - 43;99|100|98|109;99;Haz la operación paso a paso.;1
Q000227;3EP;Matematicas;calculo;restas;3;test;Calcula 149 - 46;103|104|102|113;103;Haz la operación paso a paso.;1
Q000228;3EP;Matematicas;calculo;restas;3;test;Calcula 156 - 49;107|108|106|117;107;Haz la operación paso a paso.;1
Q000229;3EP;Matematicas;calculo;restas;3;test;Calcula 163 - 52;111|112|110|121;111;Haz la operación paso a paso.;1
Q000230;3EP;Matematicas;calculo;restas;3;test;Calcula 170 - 55;115|116|114|125;115;Haz la operación paso a paso.;1
Q000231;3EP;Matematicas;calculo;restas;3;escribir;Calcula 107 - 28;;79;Haz la operación paso a paso.;1
Q000232;3EP;Matematicas;calculo;restas;3;escribir;Calcula 114 - 31;;83;Haz la operación paso a paso.;1
Q000233;3EP;Matematicas;calculo;restas;3;escribir;Calcula 121 - 34;;87;Haz la operación paso a paso.;1
Q000234;3EP;Matematicas;calculo;restas;3;escribir;Calcula 128 - 37;;91;Haz la operación paso a paso.;1
Q000235;3EP;Matematicas;calculo;restas;3;escribir;Calcula 135 - 40;;95;Haz la operación paso a paso.;1
Q000236;3EP;Matematicas;calculo;restas;3;escribir;Calcula 142 - 43;;99;Haz la operación paso a paso.;1
Q000237;3EP;Matematicas;calculo;restas;3;escribir;Calcula 149 - 46;;103;Haz la operación paso a paso.;1
Q000238;3EP;Matematicas;calculo;restas;3;escribir;Calcula 156 - 49;;107;Haz la operación paso a paso.;1
Q000239;3EP;Matematicas;calculo;restas;3;escribir;Calcula 163 - 52;;111;Haz la operación paso a paso.;1
Q000240;3EP;Matematicas;calculo;restas;3;escribir;Calcula 170 - 55;;115;Haz la operación paso a paso.;1
Q000241;3EP;Ingles;vocabulary;school_objects;1;test;What is 'lápiz' in English? (level 1);pencil|window|door|teacher;pencil;Think of classroom vocabulary.;1
Q000242;3EP;Ingles;vocabulary;school_objects;1;test;What is 'libro' in English? (level 1);book|window|door|teacher;book;Think of classroom vocabulary.;1
Q000243;3EP;Ingles;vocabulary;school_objects;1;test;What is 'silla' in English? (level 1);chair|window|door|teacher;chair;Think of classroom vocabulary.;1
Q000244;3EP;Ingles;vocabulary;school_objects;1;test;What is 'pupitre' in English? (level 1);desk|window|door|teacher;desk;Think of classroom vocabulary.;1
Q000245;3EP;Ingles;vocabulary;school_objects;1;test;What is 'regla' in English? (level 1);ruler|window|door|teacher;ruler;Think of classroom vocabulary.;1
Q000246;3EP;Ingles;vocabulary;school_objects;1;test;What is 'goma' in English? (level 1);eraser|window|door|teacher;eraser;Think of classroom vocabulary.;1
Q000247;3EP;Ingles;vocabulary;school_objects;1;test;What is 'mochila' in English? (level 1);bag|window|door|teacher;bag;Think of classroom vocabulary.;1
Q000248;3EP;Ingles;vocabulary;school_objects;1;test;What is 'bolígrafo' in English? (level 1);pen|window|door|teacher;pen;Think of classroom vocabulary.;1
Q000249;3EP;Ingles;vocabulary;school_objects;1;test;What is 'cuaderno' in English? (level 1);notebook|window|door|teacher;notebook;Think of classroom vocabulary.;1
Q000250;3EP;Ingles;vocabulary;school_objects;1;test;What is 'tijeras' in English? (level 1);scissors|window|door|teacher;scissors;Think of classroom vocabulary.;1
Q000251;3EP;Ingles;vocabulary;school_objects;1;arrastrar;Match the school objects. (level 1);lápiz|libro|silla;pencil|book|chair;Match Spanish and English.;1
Q000252;3EP;Ingles;vocabulary;school_objects;1;arrastrar;Match the school objects. (level 1);libro|silla|pupitre;book|chair|desk;Match Spanish and English.;1
Q000253;3EP;Ingles;vocabulary;school_objects;1;arrastrar;Match the school objects. (level 1);silla|pupitre|regla;chair|desk|ruler;Match Spanish and English.;1
Q000254;3EP;Ingles;vocabulary;school_objects;1;arrastrar;Match the school objects. (level 1);pupitre|regla|goma;desk|ruler|eraser;Match Spanish and English.;1
Q000255;3EP;Ingles;vocabulary;school_objects;1;arrastrar;Match the school objects. (level 1);regla|goma|mochila;ruler|eraser|bag;Match Spanish and English.;1
Q000256;3EP;Ingles;vocabulary;school_objects;1;arrastrar;Match the school objects. (level 1);goma|mochila|bolígrafo;eraser|bag|pen;Match Spanish and English.;1
Q000257;3EP;Ingles;vocabulary;school_objects;1;arrastrar;Match the school objects. (level 1);mochila|bolígrafo|cuaderno;bag|pen|notebook;Match Spanish and English.;1
Q000258;3EP;Ingles;vocabulary;school_objects;1;arrastrar;Match the school objects. (level 1);bolígrafo|cuaderno|tijeras;pen|notebook|scissors;Match Spanish and English.;1
Q000259;3EP;Ingles;vocabulary;school_objects;1;arrastrar;Match the school objects. (level 1);cuaderno|tijeras|lápiz;notebook|scissors|pencil;Match Spanish and English.;1
Q000260;3EP;Ingles;vocabulary;school_objects;1;arrastrar;Match the school objects. (level 1);tijeras|lápiz|libro;scissors|pencil|book;Match Spanish and English.;1
Q000261;3EP;Ingles;vocabulary;school_objects;2;test;What is 'lápiz' in English? (level 2);pencil|window|door|teacher;pencil;Think of classroom vocabulary.;1
Q000262;3EP;Ingles;vocabulary;school_objects;2;test;What is 'libro' in English? (level 2);book|window|door|teacher;book;Think of classroom vocabulary.;1
Q000263;3EP;Ingles;vocabulary;school_objects;2;test;What is 'silla' in English? (level 2);chair|window|door|teacher;chair;Think of classroom vocabulary.;1
Q000264;3EP;Ingles;vocabulary;school_objects;2;test;What is 'pupitre' in English? (level 2);desk|window|door|teacher;desk;Think of classroom vocabulary.;1
Q000265;3EP;Ingles;vocabulary;school_objects;2;test;What is 'regla' in English? (level 2);ruler|window|door|teacher;ruler;Think of classroom vocabulary.;1
Q000266;3EP;Ingles;vocabulary;school_objects;2;test;What is 'goma' in English? (level 2);eraser|window|door|teacher;eraser;Think of classroom vocabulary.;1
Q000267;3EP;Ingles;vocabulary;school_objects;2;test;What is 'mochila' in English? (level 2);bag|window|door|teacher;bag;Think of classroom vocabulary.;1
Q000268;3EP;Ingles;vocabulary;school_objects;2;test;What is 'bolígrafo' in English? (level 2);pen|window|door|teacher;pen;Think of classroom vocabulary.;1
Q000269;3EP;Ingles;vocabulary;school_objects;2;test;What is 'cuaderno' in English? (level 2);notebook|window|door|teacher;notebook;Think of classroom vocabulary.;1
Q000270;3EP;Ingles;vocabulary;school_objects;2;test;What is 'tijeras' in English? (level 2);scissors|window|door|teacher;scissors;Think of classroom vocabulary.;1
Q000271;3EP;Ingles;vocabulary;school_objects;2;arrastrar;Match the school objects. (level 2);lápiz|libro|silla;pencil|book|chair;Match Spanish and English.;1
Q000272;3EP;Ingles;vocabulary;school_objects;2;arrastrar;Match the school objects. (level 2);libro|silla|pupitre;book|chair|desk;Match Spanish and English.;1
Q000273;3EP;Ingles;vocabulary;school_objects;2;arrastrar;Match the school objects. (level 2);silla|pupitre|regla;chair|desk|ruler;Match Spanish and English.;1
Q000274;3EP;Ingles;vocabulary;school_objects;2;arrastrar;Match the school objects. (level 2);pupitre|regla|goma;desk|ruler|eraser;Match Spanish and English.;1
Q000275;3EP;Ingles;vocabulary;school_objects;2;arrastrar;Match the school objects. (level 2);regla|goma|mochila;ruler|eraser|bag;Match Spanish and English.;1
Q000276;3EP;Ingles;vocabulary;school_objects;2;arrastrar;Match the school objects. (level 2);goma|mochila|bolígrafo;eraser|bag|pen;Match Spanish and English.;1
Q000277;3EP;Ingles;vocabulary;school_objects;2;arrastrar;Match the school objects. (level 2);mochila|bolígrafo|cuaderno;bag|pen|notebook;Match Spanish and English.;1
Q000278;3EP;Ingles;vocabulary;school_objects;2;arrastrar;Match the school objects. (level 2);bolígrafo|cuaderno|tijeras;pen|notebook|scissors;Match Spanish and English.;1
Q000279;3EP;Ingles;vocabulary;school_objects;2;arrastrar;Match the school objects. (level 2);cuaderno|tijeras|lápiz;notebook|scissors|pencil;Match Spanish and English.;1
Q000280;3EP;Ingles;vocabulary;school_objects;2;arrastrar;Match the school objects. (level 2);tijeras|lápiz|libro;scissors|pencil|book;Match Spanish and English.;1
Q000281;3EP;Ingles;vocabulary;school_objects;3;test;What is 'lápiz' in English? (level 3);pencil|window|door|teacher;pencil;Think of classroom vocabulary.;1
Q000282;3EP;Ingles;vocabulary;school_objects;3;test;What is 'libro' in English? (level 3);book|window|door|teacher;book;Think of classroom vocabulary.;1
Q000283;3EP;Ingles;vocabulary;school_objects;3;test;What is 'silla' in English? (level 3);chair|window|door|teacher;chair;Think of classroom vocabulary.;1
Q000284;3EP;Ingles;vocabulary;school_objects;3;test;What is 'pupitre' in English? (level 3);desk|window|door|teacher;desk;Think of classroom vocabulary.;1
Q000285;3EP;Ingles;vocabulary;school_objects;3;test;What is 'regla' in English? (level 3);ruler|window|door|teacher;ruler;Think of classroom vocabulary.;1
Q000286;3EP;Ingles;vocabulary;school_objects;3;test;What is 'goma' in English? (level 3);eraser|window|door|teacher;eraser;Think of classroom vocabulary.;1
Q000287;3EP;Ingles;vocabulary;school_objects;3;test;What is 'mochila' in English? (level 3);bag|window|door|teacher;bag;Think of classroom vocabulary.;1
Q000288;3EP;Ingles;vocabulary;school_objects;3;test;What is 'bolígrafo' in English? (level 3);pen|window|door|teacher;pen;Think of classroom vocabulary.;1
Q000289;3EP;Ingles;vocabulary;school_objects;3;test;What is 'cuaderno' in English? (level 3);notebook|window|door|teacher;notebook;Think of classroom vocabulary.;1
Q000290;3EP;Ingles;vocabulary;school_objects;3;test;What is 'tijeras' in English? (level 3);scissors|window|door|teacher;scissors;Think of classroom vocabulary.;1
Q000291;3EP;Ingles;vocabulary;school_objects;3;arrastrar;Match the school objects. (level 3);lápiz|libro|silla;pencil|book|chair;Match Spanish and English.;1
Q000292;3EP;Ingles;vocabulary;school_objects;3;arrastrar;Match the school objects. (level 3);libro|silla|pupitre;book|chair|desk;Match Spanish and English.;1
Q000293;3EP;Ingles;vocabulary;school_objects;3;arrastrar;Match the school objects. (level 3);silla|pupitre|regla;chair|desk|ruler;Match Spanish and English.;1
Q000294;3EP;Ingles;vocabulary;school_objects;3;arrastrar;Match the school objects. (level 3);pupitre|regla|goma;desk|ruler|eraser;Match Spanish and English.;1
Q000295;3EP;Ingles;vocabulary;school_objects;3;arrastrar;Match the school objects. (level 3);regla|goma|mochila;ruler|eraser|bag;Match Spanish and English.;1
Q000296;3EP;Ingles;vocabulary;school_objects;3;arrastrar;Match the school objects. (level 3);goma|mochila|bolígrafo;eraser|bag|pen;Match Spanish and English.;1
Q000297;3EP;Ingles;vocabulary;school_objects;3;arrastrar;Match the school objects. (level 3);mochila|bolígrafo|cuaderno;bag|pen|notebook;Match Spanish and English.;1
Q000298;3EP;Ingles;vocabulary;school_objects;3;arrastrar;Match the school objects. (level 3);bolígrafo|cuaderno|tijeras;pen|notebook|scissors;Match Spanish and English.;1
Q000299;3EP;Ingles;vocabulary;school_objects;3;arrastrar;Match the school objects. (level 3);cuaderno|tijeras|lápiz;notebook|scissors|pencil;Match Spanish and English.;1
Q000300;3EP;Ingles;vocabulary;school_objects;3;arrastrar;Match the school objects. (level 3);tijeras|lápiz|libro;scissors|pencil|book;Match Spanish and English.;1
Q000301;3EP;Ingles;grammar;present_simple;1;completar;I ___ every day.;play|is|are;play;Choose the correct present simple form.;1
Q000302;3EP;Ingles;grammar;present_simple;1;completar;You ___ every day.;play|is|are;play;Choose the correct present simple form.;1
Q000303;3EP;Ingles;grammar;present_simple;1;completar;We ___ every day.;play|is|are;play;Choose the correct present simple form.;1
Q000304;3EP;Ingles;grammar;present_simple;1;completar;They ___ every day.;play|is|are;play;Choose the correct present simple form.;1
Q000305;3EP;Ingles;grammar;present_simple;1;completar;Tom ___ every day.;plays|play|is|are;plays;Choose the correct present simple form.;1
Q000306;3EP;Ingles;grammar;present_simple;1;completar;Sara ___ every day.;plays|play|is|are;plays;Choose the correct present simple form.;1
Q000307;3EP;Ingles;grammar;present_simple;1;completar;My dog ___ every day.;plays|play|is|are;plays;Choose the correct present simple form.;1
Q000308;3EP;Ingles;grammar;present_simple;1;completar;The teacher ___ every day.;plays|play|is|are;plays;Choose the correct present simple form.;1
Q000309;3EP;Ingles;grammar;present_simple;1;completar;Mum ___ every day.;plays|play|is|are;plays;Choose the correct present simple form.;1
Q000310;3EP;Ingles;grammar;present_simple;1;completar;Dad ___ every day.;plays|play|is|are;plays;Choose the correct present simple form.;1
Q000311;3EP;Ingles;grammar;present_simple;1;ordenar;Order the words to make a sentence. (level 1);play|every|day|I;I|play|every|day;Start with the subject.;1
Q000312;3EP;Ingles;grammar;present_simple;1;ordenar;Order the words to make a sentence. (level 1);play|every|day|You;You|play|every|day;Start with the subject.;1
Q000313;3EP;Ingles;grammar;present_simple;1;ordenar;Order the words to make a sentence. (level 1);play|every|day|We;We|play|every|day;Start with the subject.;1
Q000314;3EP;Ingles;grammar;present_simple;1;ordenar;Order the words to make a sentence. (level 1);play|every|day|They;They|play|every|day;Start with the subject.;1
Q000315;3EP;Ingles;grammar;present_simple;1;ordenar;Order the words to make a sentence. (level 1);plays|every|day|Tom;Tom|plays|every|day;Start with the subject.;1
Q000316;3EP;Ingles;grammar;present_simple;1;ordenar;Order the words to make a sentence. (level 1);plays|every|day|Sara;Sara|plays|every|day;Start with the subject.;1
Q000317;3EP;Ingles;grammar;present_simple;1;ordenar;Order the words to make a sentence. (level 1);dog|plays|every|day|My;My|dog|plays|every|day;Start with the subject.;1
Q000318;3EP;Ingles;grammar;present_simple;1;ordenar;Order the words to make a sentence. (level 1);teacher|plays|every|day|The;The|teacher|plays|every|day;Start with the subject.;1
Q000319;3EP;Ingles;grammar;present_simple;1;ordenar;Order the words to make a sentence. (level 1);plays|every|day|Mum;Mum|plays|every|day;Start with the subject.;1
Q000320;3EP;Ingles;grammar;present_simple;1;ordenar;Order the words to make a sentence. (level 1);plays|every|day|Dad;Dad|plays|every|day;Start with the subject.;1
Q000321;3EP;Ingles;grammar;present_simple;2;completar;I ___ every day.;read|is|are;read;Choose the correct present simple form.;1
Q000322;3EP;Ingles;grammar;present_simple;2;completar;You ___ every day.;read|is|are;read;Choose the correct present simple form.;1
Q000323;3EP;Ingles;grammar;present_simple;2;completar;We ___ every day.;read|is|are;read;Choose the correct present simple form.;1
Q000324;3EP;Ingles;grammar;present_simple;2;completar;They ___ every day.;read|is|are;read;Choose the correct present simple form.;1
Q000325;3EP;Ingles;grammar;present_simple;2;completar;Tom ___ every day.;reads|read|is|are;reads;Choose the correct present simple form.;1
Q000326;3EP;Ingles;grammar;present_simple;2;completar;Sara ___ every day.;reads|read|is|are;reads;Choose the correct present simple form.;1
Q000327;3EP;Ingles;grammar;present_simple;2;completar;My dog ___ every day.;reads|read|is|are;reads;Choose the correct present simple form.;1
Q000328;3EP;Ingles;grammar;present_simple;2;completar;The teacher ___ every day.;reads|read|is|are;reads;Choose the correct present simple form.;1
Q000329;3EP;Ingles;grammar;present_simple;2;completar;Mum ___ every day.;reads|read|is|are;reads;Choose the correct present simple form.;1
Q000330;3EP;Ingles;grammar;present_simple;2;completar;Dad ___ every day.;reads|read|is|are;reads;Choose the correct present simple form.;1
Q000331;3EP;Ingles;grammar;present_simple;2;ordenar;Order the words to make a sentence. (level 2);read|every|day|I;I|read|every|day;Start with the subject.;1
Q000332;3EP;Ingles;grammar;present_simple;2;ordenar;Order the words to make a sentence. (level 2);read|every|day|You;You|read|every|day;Start with the subject.;1
Q000333;3EP;Ingles;grammar;present_simple;2;ordenar;Order the words to make a sentence. (level 2);read|every|day|We;We|read|every|day;Start with the subject.;1
Q000334;3EP;Ingles;grammar;present_simple;2;ordenar;Order the words to make a sentence. (level 2);read|every|day|They;They|read|every|day;Start with the subject.;1
Q000335;3EP;Ingles;grammar;present_simple;2;ordenar;Order the words to make a sentence. (level 2);reads|every|day|Tom;Tom|reads|every|day;Start with the subject.;1
Q000336;3EP;Ingles;grammar;present_simple;2;ordenar;Order the words to make a sentence. (level 2);reads|every|day|Sara;Sara|reads|every|day;Start with the subject.;1
Q000337;3EP;Ingles;grammar;present_simple;2;ordenar;Order the words to make a sentence. (level 2);dog|reads|every|day|My;My|dog|reads|every|day;Start with the subject.;1
Q000338;3EP;Ingles;grammar;present_simple;2;ordenar;Order the words to make a sentence. (level 2);teacher|reads|every|day|The;The|teacher|reads|every|day;Start with the subject.;1
Q000339;3EP;Ingles;grammar;present_simple;2;ordenar;Order the words to make a sentence. (level 2);reads|every|day|Mum;Mum|reads|every|day;Start with the subject.;1
Q000340;3EP;Ingles;grammar;present_simple;2;ordenar;Order the words to make a sentence. (level 2);reads|every|day|Dad;Dad|reads|every|day;Start with the subject.;1
Q000341;3EP;Ingles;grammar;present_simple;3;completar;I ___ every day.;study|is|are;study;Choose the correct present simple form.;1
Q000342;3EP;Ingles;grammar;present_simple;3;completar;You ___ every day.;study|is|are;study;Choose the correct present simple form.;1
Q000343;3EP;Ingles;grammar;present_simple;3;completar;We ___ every day.;study|is|are;study;Choose the correct present simple form.;1
Q000344;3EP;Ingles;grammar;present_simple;3;completar;They ___ every day.;study|is|are;study;Choose the correct present simple form.;1
Q000345;3EP;Ingles;grammar;present_simple;3;completar;Tom ___ every day.;studies|study|is|are;studies;Choose the correct present simple form.;1
Q000346;3EP;Ingles;grammar;present_simple;3;completar;Sara ___ every day.;studies|study|is|are;studies;Choose the correct present simple form.;1
Q000347;3EP;Ingles;grammar;present_simple;3;completar;My dog ___ every day.;studies|study|is|are;studies;Choose the correct present simple form.;1
Q000348;3EP;Ingles;grammar;present_simple;3;completar;The teacher ___ every day.;studies|study|is|are;studies;Choose the correct present simple form.;1
Q000349;3EP;Ingles;grammar;present_simple;3;completar;Mum ___ every day.;studies|study|is|are;studies;Choose the correct present simple form.;1
Q000350;3EP;Ingles;grammar;present_simple;3;completar;Dad ___ every day.;studies|study|is|are;studies;Choose the correct present simple form.;1
Q000351;3EP;Ingles;grammar;present_simple;3;ordenar;Order the words to make a sentence. (level 3);study|every|day|I;I|study|every|day;Start with the subject.;1
Q000352;3EP;Ingles;grammar;present_simple;3;ordenar;Order the words to make a sentence. (level 3);study|every|day|You;You|study|every|day;Start with the subject.;1
Q000353;3EP;Ingles;grammar;present_simple;3;ordenar;Order the words to make a sentence. (level 3);study|every|day|We;We|study|every|day;Start with the subject.;1
Q000354;3EP;Ingles;grammar;present_simple;3;ordenar;Order the words to make a sentence. (level 3);study|every|day|They;They|study|every|day;Start with the subject.;1
Q000355;3EP;Ingles;grammar;present_simple;3;ordenar;Order the words to make a sentence. (level 3);studies|every|day|Tom;Tom|studies|every|day;Start with the subject.;1
Q000356;3EP;Ingles;grammar;present_simple;3;ordenar;Order the words to make a sentence. (level 3);studies|every|day|Sara;Sara|studies|every|day;Start with the subject.;1
Q000357;3EP;Ingles;grammar;present_simple;3;ordenar;Order the words to make a sentence. (level 3);dog|studies|every|day|My;My|dog|studies|every|day;Start with the subject.;1
Q000358;3EP;Ingles;grammar;present_simple;3;ordenar;Order the words to make a sentence. (level 3);teacher|studies|every|day|The;The|teacher|studies|every|day;Start with the subject.;1
Q000359;3EP;Ingles;grammar;present_simple;3;ordenar;Order the words to make a sentence. (level 3);studies|every|day|Mum;Mum|studies|every|day;Start with the subject.;1
Q000360;3EP;Ingles;grammar;present_simple;3;ordenar;Order the words to make a sentence. (level 3);studies|every|day|Dad;Dad|studies|every|day;Start with the subject.;1
Q000361;3EP;Socials;community;services;1;test;Which place is related to doctors? (level 1);hospital|cinema|stadium|farm;hospital;Think about community services.;1
Q000362;3EP;Socials;community;services;1;test;Which place is related to teachers? (level 1);school|cinema|stadium|farm;school;Think about community services.;1
Q000363;3EP;Socials;community;services;1;test;Which place is related to firefighters? (level 1);fire station|cinema|stadium|farm;fire station;Think about community services.;1
Q000364;3EP;Socials;community;services;1;test;Which place is related to police officers? (level 1);police station|cinema|stadium|farm;police station;Think about community services.;1
Q000365;3EP;Socials;community;services;1;test;Which place is related to books? (level 1);library|cinema|stadium|farm;library;Think about community services.;1
Q000366;3EP;Socials;community;services;1;test;Which place is related to local government? (level 1);town hall|cinema|stadium|farm;town hall;Think about community services.;1
Q000367;3EP;Socials;community;services;1;test;Which place is related to letters? (level 1);post office|cinema|stadium|farm;post office;Think about community services.;1
Q000368;3EP;Socials;community;services;1;test;Which place is related to recreation? (level 1);park|cinema|stadium|farm;park;Think about community services.;1
Q000369;3EP;Socials;community;services;1;test;Which place is related to shopping? (level 1);market|cinema|stadium|farm;market;Think about community services.;1
Q000370;3EP;Socials;community;services;1;test;Which place is related to history? (level 1);museum|cinema|stadium|farm;museum;Think about community services.;1
Q000371;3EP;Socials;community;services;1;arrastrar;Match each place with its service. (level 1);hospital|school|fire station;doctors|teachers|firefighters;Match places and what happens there.;1
Q000372;3EP;Socials;community;services;1;arrastrar;Match each place with its service. (level 1);school|fire station|police station;teachers|firefighters|police officers;Match places and what happens there.;1
Q000373;3EP;Socials;community;services;1;arrastrar;Match each place with its service. (level 1);fire station|police station|library;firefighters|police officers|books;Match places and what happens there.;1
Q000374;3EP;Socials;community;services;1;arrastrar;Match each place with its service. (level 1);police station|library|town hall;police officers|books|local government;Match places and what happens there.;1
Q000375;3EP;Socials;community;services;1;arrastrar;Match each place with its service. (level 1);library|town hall|post office;books|local government|letters;Match places and what happens there.;1
Q000376;3EP;Socials;community;services;1;arrastrar;Match each place with its service. (level 1);town hall|post office|park;local government|letters|recreation;Match places and what happens there.;1
Q000377;3EP;Socials;community;services;1;arrastrar;Match each place with its service. (level 1);post office|park|market;letters|recreation|shopping;Match places and what happens there.;1
Q000378;3EP;Socials;community;services;1;arrastrar;Match each place with its service. (level 1);park|market|museum;recreation|shopping|history;Match places and what happens there.;1
Q000379;3EP;Socials;community;services;1;arrastrar;Match each place with its service. (level 1);market|museum|hospital;shopping|history|doctors;Match places and what happens there.;1
Q000380;3EP;Socials;community;services;1;arrastrar;Match each place with its service. (level 1);museum|hospital|school;history|doctors|teachers;Match places and what happens there.;1
Q000381;3EP;Socials;community;services;2;test;Which place is related to doctors? (level 2);hospital|cinema|stadium|farm;hospital;Think about community services.;1
Q000382;3EP;Socials;community;services;2;test;Which place is related to teachers? (level 2);school|cinema|stadium|farm;school;Think about community services.;1
Q000383;3EP;Socials;community;services;2;test;Which place is related to firefighters? (level 2);fire station|cinema|stadium|farm;fire station;Think about community services.;1
Q000384;3EP;Socials;community;services;2;test;Which place is related to police officers? (level 2);police station|cinema|stadium|farm;police station;Think about community services.;1
Q000385;3EP;Socials;community;services;2;test;Which place is related to books? (level 2);library|cinema|stadium|farm;library;Think about community services.;1
Q000386;3EP;Socials;community;services;2;test;Which place is related to local government? (level 2);town hall|cinema|stadium|farm;town hall;Think about community services.;1
Q000387;3EP;Socials;community;services;2;test;Which place is related to letters? (level 2);post office|cinema|stadium|farm;post office;Think about community services.;1
Q000388;3EP;Socials;community;services;2;test;Which place is related to recreation? (level 2);park|cinema|stadium|farm;park;Think about community services.;1
Q000389;3EP;Socials;community;services;2;test;Which place is related to shopping? (level 2);market|cinema|stadium|farm;market;Think about community services.;1
